Lat,Long
38.748858,-90.303338
38.748858,-90.303338
38.522065,-90.321139
38.522065,-90.321139
38.522065,-90.321139
38.736082,-90.278122
38.700444,-90.26399
38.72813,-90.226406
38.72813,-90.226406
38.584955,-90.346344
38.739924,-90.27636
38.656659,-90.302643
38.626855,-90.30681
38.689667,-90.27425
38.73978,-90.370502
38.725294,-90.23381
38.689451,-90.27498
38.700444,-90.26399
38.655843,-90.30006
38.655843,-90.30006
38.728771,-90.224284
38.555276,-90.287222
38.699601,-90.2591
38.699601,-90.2591
38.699601,-90.2591
38.482941,-90.357652
38.602538,-90.340884
38.719088,-90.279483
38.719088,-90.279483
38.72391,-90.25912
38.72391,-90.25912
38.72391,-90.25912
38.72391,-90.25912
38.714713,-90.253564
38.777615,-90.181944
38.777615,-90.181944
38.777615,-90.181944
38.777615,-90.181944
38.728318,-90.379689
38.482941,-90.357652
38.658072,-90.29967
38.538838,-90.374713
38.530949,-90.27713
38.530949,-90.27713
38.58578,-90.344257
38.568425,-90.354991
38.612565,-90.315081
38.545389,-90.272365
38.725294,-90.23381
38.612894,-90.31193
38.612813,-90.312
38.700444,-90.26399
38.736082,-90.278122
38.702213,-90.26322
38.702213,-90.26322
38.550867,-90.334791
38.603085,-90.344308
38.603085,-90.344308
38.552489,-90.28136
38.655889,-90.300149
38.655889,-90.300149
38.584526,-90.31592
38.584526,-90.31592
38.714342,-90.25376
38.73978,-90.370502
38.601382,-90.3607
38.690921,-90.336047
38.703836,-90.263499
38.530949,-90.27713
38.655843,-90.30006
38.482912,-90.358009
38.482941,-90.357652
38.482941,-90.357652
38.723421,-90.240409
38.723421,-90.240409
38.543603,-90.270871
38.728275,-90.22364
38.623339,-90.310423
38.623339,-90.310423
38.589519,-90.3183
38.584955,-90.346344
38.602538,-90.340884
38.633224,-90.306992
38.633224,-90.306992
38.736082,-90.278122
38.731435,-90.227233
38.551768,-90.28026
38.6772,-90.286354
38.675129,-90.28448
38.675129,-90.28448
38.675129,-90.28448
38.728504,-90.22377
38.613045,-90.31291
38.57292,-90.40081
38.701878,-90.26353
38.701878,-90.26353
38.73691,-90.286969
38.73124,-90.335651
38.648986,-90.321478
38.475374,-90.300027
38.689451,-90.27498
38.62962,-90.332557
38.736082,-90.278122
38.710219,-90.312588
38.505185,-90.313256
38.530949,-90.27713
38.70274,-90.26445
38.627773,-90.309053
38.648986,-90.321478
38.715173,-90.25422
38.532842,-90.282445
38.532842,-90.282445
38.532842,-90.282445
38.532842,-90.282445
38.532842,-90.282445
38.532842,-90.282445
38.482941,-90.357652
38.482941,-90.357652
38.538052,-90.346038
38.555276,-90.287222
38.73978,-90.370502
38.632484,-90.30563
38.546314,-90.272704
38.713721,-90.25491
38.724548,-90.307698
38.745153,-90.311521
38.693407,-90.392896
38.738338,-90.274224
38.738338,-90.274224
38.777615,-90.181944
38.632898,-90.307095
38.626814,-90.30704
38.750041,-90.254487
38.693893,-90.275806
38.693893,-90.275806
38.724856,-90.265734
38.724856,-90.265734
38.724856,-90.265734
38.724856,-90.265734
38.724856,-90.265734
38.736082,-90.278122
38.51222,-90.329365
38.51222,-90.329365
38.720476,-90.24436
38.633224,-90.306992
38.714342,-90.25376
38.530949,-90.27713
38.507743,-90.333832
38.507743,-90.333832
38.507743,-90.333832
38.507743,-90.333832
38.689451,-90.27498
38.700552,-90.2639
38.702597,-90.263078
38.760588,-90.187653
38.760588,-90.187653
38.754384,-90.268284
38.754384,-90.268284
38.754384,-90.268284
38.754384,-90.268284
38.754384,-90.268284
38.73978,-90.370502
38.739853,-90.304528
38.739853,-90.304528
38.586333,-90.347883
38.715183,-90.254018
38.674221,-90.282809
38.674221,-90.282809
38.674221,-90.282809
38.68466,-90.285501
38.718814,-90.24754
38.601382,-90.3607
38.651093,-90.31274
38.73124,-90.335651
38.716436,-90.296576
38.538838,-90.374713
38.72813,-90.226406
38.702973,-90.266492
38.702973,-90.266492
38.701447,-90.26329
38.73124,-90.335651
38.696351,-90.27235
38.770983,-90.2703
38.770983,-90.2703
38.70402,-90.25894
38.707526,-90.276839
38.736082,-90.278122
38.544595,-90.27148
38.73124,-90.335651
38.636145,-90.3052
38.636145,-90.3052
38.696351,-90.27235
38.693212,-90.27191
38.719822,-90.24881
38.655843,-90.30006
38.643473,-90.452906
38.643473,-90.452906
38.690921,-90.336047
38.700444,-90.26399
38.700264,-90.26128
38.728447,-90.22374
38.728591,-90.228087
38.728591,-90.228087
38.628669,-90.30888
38.67373,-90.28253
38.559115,-90.28358
38.718814,-90.24754
38.655812,-90.300727
38.701878,-90.26353
38.701878,-90.26353
38.700624,-90.26407
38.73978,-90.370502
38.598611,-90.368935
38.698934,-90.267019
38.66281,-90.301565
38.507743,-90.333832
38.507743,-90.333832
38.698952,-90.267
38.711776,-90.256982
38.723529,-90.23794
38.715106,-90.25373
38.482941,-90.357652
38.482941,-90.357652
38.482941,-90.357652
38.482941,-90.357652
38.670885,-90.290573
38.73978,-90.370502
38.704159,-90.259077
38.584955,-90.346344
38.67373,-90.28253
38.701748,-90.26466
38.743382,-90.370966
38.704087,-90.258924
38.609792,-90.3129
38.73978,-90.370502
38.718578,-90.246754
38.584955,-90.346344
38.65847,-90.329892
38.655889,-90.300149
38.482941,-90.357652
38.482941,-90.357652
38.482941,-90.357652
38.723421,-90.240409
38.723421,-90.240409
38.699762,-90.305216
38.544847,-90.276564
38.544847,-90.276564
38.544847,-90.276564
38.609143,-90.31301
38.608939,-90.31305
38.729269,-90.22386
38.68467,-90.334725
38.68467,-90.334725
38.593252,-90.404003
38.62962,-90.332557
38.738215,-90.302271
38.711145,-90.25735
38.715183,-90.254018
38.715183,-90.254018
38.593252,-90.404003
38.715183,-90.254018
38.67049,-90.28984
38.482941,-90.357652
38.655831,-90.3007
38.675113,-90.28517
38.67373,-90.28253
38.629804,-90.332884
38.736082,-90.278122
38.72391,-90.25912
38.672218,-90.304267
38.67049,-90.28984
38.592778,-90.325252
38.58578,-90.344257
38.69775,-90.26651
38.652576,-90.333401
38.577359,-90.394671
38.699601,-90.2591
38.590824,-90.33185
38.699702,-90.265237
38.699702,-90.265237
38.73978,-90.370502
38.73978,-90.370502
38.73978,-90.370502
38.728591,-90.228087
38.743382,-90.370966
38.636615,-90.30454
38.600601,-90.40137
38.677578,-90.289652
38.530949,-90.27713
38.63837,-90.305394
38.63837,-90.305394
38.717474,-90.450253
38.68763,-90.30023
38.700692,-90.26093
38.713721,-90.25491
38.584955,-90.346344
38.61341,-90.312816
38.61341,-90.312816
38.61341,-90.312816
38.61341,-90.312816
38.702807,-90.288226
38.56495,-90.351411
38.701616,-90.262924
38.705425,-90.261843
38.705425,-90.261843
38.662537,-90.294875
38.689451,-90.27498
38.704999,-90.267574
38.704999,-90.267574
38.693709,-90.436348
38.626632,-90.30768
38.509081,-90.36396
38.700261,-90.26068
38.728771,-90.224284
38.64695,-90.35021
38.523739,-90.277075
38.721346,-90.258504
38.721346,-90.258504
38.598611,-90.368935
38.629804,-90.332884
38.505185,-90.313256
38.690782,-90.274046
38.704087,-90.258924
38.539463,-90.304925
38.690782,-90.274046
38.700624,-90.26407
38.728361,-90.259937
38.583404,-90.390005
38.72477,-90.235226
38.72477,-90.235226
38.755493,-90.193416
38.674534,-90.283374
38.704045,-90.262381
38.58578,-90.344257
38.698934,-90.267019
38.728506,-90.222915
38.701447,-90.26329
38.72813,-90.226406
38.71883,-90.25166
38.71883,-90.25166
38.71883,-90.25166
38.543624,-90.277402
38.746095,-90.2008
38.746095,-90.2008
38.746095,-90.2008
38.713856,-90.260708
38.713856,-90.260708
38.713856,-90.260708
38.530949,-90.27713
38.686691,-90.290543
38.623208,-90.308208
38.704812,-90.25838
38.707517,-90.276119
38.689662,-90.274471
38.637212,-90.307202
38.62962,-90.332557
38.702597,-90.263078
38.713721,-90.25491
38.648986,-90.321478
38.702223,-90.264434
38.58578,-90.344257
38.672667,-90.289849
38.672667,-90.289849
38.672667,-90.289849
38.713339,-90.254938
38.713339,-90.254938
38.601955,-90.350655
38.685782,-90.31245
38.715183,-90.254018
38.715183,-90.254018
38.715183,-90.254018
38.71423,-90.25485
38.605419,-90.315676
38.552139,-90.29114
38.700273,-90.265269
38.699921,-90.26647
38.629427,-90.307717
38.629427,-90.307717
38.73611,-90.278127
38.705425,-90.261843
38.705425,-90.261843
38.591105,-90.37142
38.719822,-90.24881
38.482941,-90.357652
38.709813,-90.261618
38.6522,-90.3011
38.699865,-90.259188
38.766543,-90.272996
38.710464,-90.262483
38.701022,-90.267792
38.626353,-90.304337
38.718379,-90.247601
38.658781,-90.29875
38.655889,-90.300149
38.655889,-90.300149
38.655889,-90.300149
38.702937,-90.260519
38.687662,-90.279669
38.687662,-90.279669
38.687662,-90.279669
38.71756,-90.24598
38.760987,-90.191797
38.760987,-90.191797
38.685782,-90.31245
38.729269,-90.22386
38.729269,-90.22386
38.729269,-90.22386
38.584955,-90.346344
38.701447,-90.26329
38.701447,-90.26329
38.482941,-90.357652
38.707526,-90.276839
38.677437,-90.289383
38.624113,-90.30807
38.674448,-90.284414
38.674448,-90.284414
38.601955,-90.350655
38.718379,-90.247601
38.718379,-90.247601
38.688775,-90.329083
38.64695,-90.35021
38.64695,-90.35021
38.629804,-90.332884
38.718051,-90.25252
38.620023,-90.310716
38.603085,-90.344308
38.701901,-90.2635
38.701901,-90.2635
38.73611,-90.278127
38.701901,-90.2635
38.616436,-90.311654
38.59082,-90.4039
38.59082,-90.4039
38.59082,-90.4039
38.71423,-90.25485
38.621716,-90.30852
38.621716,-90.30852
38.71423,-90.25485
38.73978,-90.370502
38.73978,-90.370502
38.718369,-90.250818
38.702654,-90.26424
38.709787,-90.25834
38.700624,-90.26407
38.601382,-90.3607
38.626855,-90.30681
38.754383,-90.192747
38.754383,-90.192747
38.725736,-90.256449
38.73124,-90.335651
38.540995,-90.276272
38.540995,-90.276272
38.718737,-90.24527
38.723475,-90.238742
38.73124,-90.335651
38.677437,-90.289383
38.57537,-90.418011
38.72391,-90.25912
38.72391,-90.25912
38.603085,-90.344308
38.601955,-90.350655
38.73978,-90.370502
38.655843,-90.30006
38.530949,-90.27713
38.6772,-90.286354
38.6772,-90.286354
38.6772,-90.286354
38.6772,-90.286354
38.6772,-90.286354
38.655843,-90.30006
38.716662,-90.252598
38.651877,-90.30234
38.791193,-90.182914
38.73124,-90.335651
38.65847,-90.329892
38.65847,-90.329892
38.65847,-90.329892
38.6599,-90.29813
38.6599,-90.29813
38.6599,-90.29813
38.6599,-90.29813
38.6599,-90.29813
38.6599,-90.29813
38.700063,-90.26233
38.73124,-90.335651
38.598649,-90.343268
38.717373,-90.251618
38.699762,-90.305216
38.705315,-90.26191
38.723421,-90.240409
38.73978,-90.370502
38.602538,-90.340884
38.73611,-90.278127
38.621079,-90.430669
38.621079,-90.430669
38.621079,-90.430669
38.728591,-90.228087
38.728591,-90.228087
38.699539,-90.26562
38.73124,-90.335651
38.691117,-90.27344
38.717993,-90.251887
38.70137,-90.26462
38.612812,-90.310163
38.689607,-90.274407
38.609345,-90.347763
38.589154,-90.31763
38.501093,-90.287882
38.69051,-90.273334
38.69051,-90.273334
38.69051,-90.273334
38.69051,-90.273334
38.701087,-90.26182
38.677437,-90.289383
38.672382,-90.287533
38.713721,-90.25491
38.551768,-90.28026
38.743382,-90.370966
38.701878,-90.26353
38.702848,-90.263603
38.68319,-90.32308
38.700352,-90.26634
38.724467,-90.259444
38.724467,-90.259444
38.555276,-90.287222
38.448815,-90.310206
38.482941,-90.357652
38.729269,-90.22386
38.655804,-90.30043
38.655804,-90.30043
38.728771,-90.224284
38.818681,-90.281124
38.728771,-90.224284
38.728771,-90.224284
38.700151,-90.26102
38.700624,-90.26407
38.501478,-90.277257
38.715183,-90.254018
38.708008,-90.25804
38.71423,-90.25485
38.71423,-90.25485
38.710219,-90.312588
38.745739,-90.199586
38.745739,-90.199586
38.73981,-90.21494
38.62962,-90.332557
38.572337,-90.396894
38.612675,-90.3128
38.612675,-90.3128
38.530949,-90.27713
38.530949,-90.27713
38.530949,-90.27713
38.530949,-90.27713
38.530949,-90.27713
38.632231,-90.30734
38.728506,-90.222915
38.728506,-90.222915
38.728506,-90.222915
38.700922,-90.26144
38.700261,-90.26068
38.728332,-90.22367
38.621854,-90.308469
38.634784,-90.320073
38.693709,-90.436348
38.656425,-90.30049
38.660906,-90.29731
38.660906,-90.29731
38.535629,-90.274007
38.566947,-90.376587
38.700444,-90.26399
38.715183,-90.254018
38.753391,-90.309083
38.756373,-90.42452
38.756373,-90.42452
38.750076,-90.416665
38.750076,-90.416665
38.750076,-90.416665
38.750076,-90.416665
38.598209,-90.360962
38.65847,-90.329892
38.65847,-90.329892
38.766432,-90.270343
38.766432,-90.270343
38.766432,-90.270343
38.766432,-90.270343
38.701447,-90.26329
38.551768,-90.28026
38.626242,-90.30359
38.702755,-90.26319
38.701579,-90.26514
38.701579,-90.26514
38.549756,-90.274823
38.577834,-90.361367
38.577834,-90.361367
38.577834,-90.361367
38.570214,-90.336818
38.673924,-90.283704
38.73611,-90.278127
38.73611,-90.278127
38.715183,-90.254018
38.500762,-90.278783
38.500762,-90.278783
38.701579,-90.26514
38.482941,-90.357652
38.65559,-90.3013
38.707526,-90.276839
38.700592,-90.265449
38.557269,-90.28485
38.73611,-90.278127
38.701901,-90.2635
38.701901,-90.2635
38.701901,-90.2635
38.701901,-90.2635
38.530949,-90.27713
38.701901,-90.2635
38.648986,-90.321478
38.648986,-90.321478
38.648986,-90.321478
38.703959,-90.26165
38.703959,-90.26165
38.685839,-90.292425
38.649805,-90.30175
38.713433,-90.25483
38.713433,-90.25483
38.664825,-90.294828
38.648986,-90.321478
38.626505,-90.30863
38.568698,-90.408835
38.568698,-90.408835
38.656569,-90.30046
38.612852,-90.31228
38.743283,-90.273577
38.743283,-90.273577
38.743283,-90.273577
38.696351,-90.27235
38.623062,-90.309604
38.713006,-90.290819
38.729269,-90.22386
38.748055,-90.329712
38.77063,-90.236677
38.73978,-90.370502
38.707591,-90.25772
38.670885,-90.290573
38.731669,-90.260637
38.619452,-90.3542
38.701878,-90.26353
38.701878,-90.26353
38.701878,-90.26353
38.665675,-90.29365
38.698499,-90.268665
38.690784,-90.2738
38.699601,-90.2591
38.536324,-90.308336
38.665675,-90.29365
38.656569,-90.30046
38.656569,-90.30046
38.62259,-90.30768
38.648581,-90.327883
38.585013,-90.31524
38.701091,-90.265233
38.587744,-90.339493
38.500762,-90.278783
38.71001,-90.270991
38.71001,-90.270991
38.71001,-90.270991
38.723888,-90.238518
38.700151,-90.26102
38.715183,-90.254018
38.71423,-90.25485
38.655889,-90.300149
38.655889,-90.300149
38.734058,-90.224892
38.626633,-90.307652
38.622516,-90.306192
38.703748,-90.263324
38.703748,-90.263324
38.655812,-90.300727
38.624113,-90.30807
38.653782,-90.30113
38.653782,-90.30113
38.569338,-90.406686
38.582214,-90.406415
38.75632,-90.248508
38.75632,-90.248508
38.75632,-90.248508
38.75632,-90.248508
38.75632,-90.248508
38.75632,-90.248508
38.67049,-90.28984
38.710299,-90.312505
38.700312,-90.26055
38.700312,-90.26055
38.750748,-90.214827
38.750748,-90.214827
38.702663,-90.25939
38.728561,-90.2238
38.655411,-90.301584
38.728591,-90.228087
38.728591,-90.228087
38.703978,-90.262198
38.699865,-90.305139
38.655843,-90.30006
38.728771,-90.224284
38.728561,-90.2238
38.691607,-90.27067
38.691607,-90.27067
38.691607,-90.27067
38.691607,-90.27067
38.569338,-90.406686
38.665675,-90.29365
38.703748,-90.263324
38.703748,-90.263324
38.703563,-90.26263
38.767314,-90.203519
38.713473,-90.25467
38.713473,-90.25467
38.713473,-90.25467
38.645719,-90.303
38.751437,-90.196131
38.719154,-90.24896
38.62646,-90.30772
38.721285,-90.24498
38.67373,-90.28253
38.707517,-90.276119
38.655843,-90.30006
38.655843,-90.30006
38.608939,-90.31305
38.784804,-90.207439
38.784804,-90.207439
38.626414,-90.306105
38.699865,-90.305139
38.713718,-90.254875
38.713718,-90.254875
38.710937,-90.2575
38.623668,-90.30815
38.623668,-90.30815
38.692725,-90.27225
38.692725,-90.27225
38.692734,-90.272299
38.692734,-90.272299
38.65574,-90.300475
38.717398,-90.25159
38.717398,-90.25159
38.585094,-90.315173
38.700977,-90.26294
38.553304,-90.284754
38.707517,-90.276119
38.73235,-90.224871
38.73235,-90.224871
38.73235,-90.224871
38.715011,-90.25379
38.715011,-90.25379
38.608939,-90.31305
38.608939,-90.31305
38.728506,-90.222915
38.728506,-90.222915
38.704061,-90.26074
38.704061,-90.26074
38.728561,-90.2238
38.728561,-90.2238
38.728561,-90.2238
38.535589,-90.272658
38.707102,-90.257525
38.707305,-90.325382
38.707305,-90.325382
38.707305,-90.325382
38.728591,-90.228087
38.728591,-90.228087
38.728591,-90.228087
38.70945,-90.258692
38.709629,-90.258557
38.72813,-90.226406
38.72813,-90.226406
38.70198,-90.26502
38.70198,-90.26502
38.700744,-90.26104
38.624113,-90.30807
38.713066,-90.256056
38.683945,-90.325383
38.701272,-90.264957
38.545622,-90.27175
38.713884,-90.25577
38.707234,-90.25627
38.728771,-90.224284
38.67373,-90.28253
38.67373,-90.28253
38.636106,-90.304533
38.636106,-90.304533
38.715497,-90.25347
38.690362,-90.273521
38.752659,-90.25212
38.752659,-90.25212
38.68276,-90.304064
38.68276,-90.304064
38.69974,-90.265966
38.69974,-90.265966
38.636655,-90.305014
38.703729,-90.263214
38.556518,-90.286372
38.556518,-90.286372
38.556518,-90.286372
38.720112,-90.244551
38.720112,-90.244551
38.67049,-90.28984
38.701447,-90.26329
38.72813,-90.226406
38.67049,-90.28984
38.68183,-90.30377
38.68183,-90.30377
38.68183,-90.30377
38.68183,-90.30377
38.68183,-90.30377
38.67049,-90.28984
38.638139,-90.304324
38.672382,-90.287533
38.672382,-90.287533
38.672382,-90.287533
38.699601,-90.2591
38.699601,-90.2591
38.699601,-90.2591
38.728771,-90.224284
38.612565,-90.315081
38.674221,-90.282809
38.67049,-90.28984
38.6336,-90.3423
38.74990565,-90.24705114
38.53675645,-90.34197474
38.7483856,-90.25062339
38.69960032,-90.35843396
38.76308863,-90.22607868
38.71002673,-90.36037354
38.59273598,-90.52547798
38.63302199,-90.40897502
38.75897867,-90.21218264
38.63220122,-90.32178577
38.6326915,-90.4075945
38.59101588,-90.59639732
38.79664747,-90.27625858
38.8239014,-90.3474361
38.73903474,-90.42326388
38.67875448,-90.47691225
38.72935885,-90.35260589
38.67343658,-90.36757736
38.6216668,-90.33104458
38.62830006,-90.33716915
38.73086098,-90.25674827
38.53900703,-90.34102912
38.72579637,-90.25599757
38.73727135,-90.23320416
38.58352265,-90.4165309
38.67374012,-90.38237696
38.69192267,-90.29567677
38.78080446,-90.20558366
38.62840331,-90.33429882
38.7018032,-90.39543856
38.69637195,-90.32287604
38.66705171,-90.36633035
38.60300998,-90.46013471
38.74864188,-90.25121443
38.6519771,-90.5632377
38.61845141,-90.33328024
38.61845141,-90.33328024
38.73268317,-90.35241326
38.71580661,-90.27593254
38.54504643,-90.28503204
38.53785401,-90.34073273
38.78763834,-90.20398736
38.61845141,-90.33328024
38.67159172,-90.38805927
38.73447537,-90.35753342
38.61845141,-90.33328024
38.57152314,-90.39320989
38.72436521,-90.36668508
38.69691044,-90.29569478
38.71879609,-90.36992438
38.66788265,-90.49978117
38.75345702,-90.2235289
38.68146269,-90.49939315
38.71673565,-90.29771717
38.59321246,-90.57152189
38.71744937,-90.26188548
38.73458972,-90.35617428
38.61388753,-90.35951394
38.53749266,-90.34092035
38.69746524,-90.36844429
38.74593517,-90.24391606
38.5369917,-90.33992288
38.73268317,-90.35241326
38.72147282,-90.27259727
38.63441958,-90.3166584
38.57476721,-90.33562011
38.59826012,-90.45687932
38.77621642,-90.26683566
38.73333182,-90.35790181
38.72032777,-90.37256725
38.69205845,-90.2956915
38.57886433,-90.3293799
38.76020702,-90.1878158
38.68225213,-90.49852633
38.61640501,-90.33607798
38.68662347,-90.29296183
38.70463665,-90.313759
38.63441958,-90.3166584
38.59992321,-90.3247831
38.60781864,-90.3649267
38.70380299,-90.32274032
38.70847513,-90.37412084
38.72940252,-90.3582229
38.62294499,-90.33497501
38.70344948,-90.32241771
38.54066161,-90.33358753
38.60140189,-90.42960092
38.67936324,-90.36144179
38.62614871,-90.3368125
38.62614871,-90.3368125
38.49080469,-90.30742754
38.73228517,-90.35144192
38.5818372,-90.58536322
38.71370596,-90.32705405
38.59361504,-90.3629413
38.79126289,-90.22893009
38.7276523,-90.23505223
38.6739565,-90.38242755
38.67568188,-90.38938468
38.62390635,-90.34829092
38.56780597,-90.3708773
38.56780597,-90.3708773
38.70480699,-90.33939544
38.65695232,-90.34407632
38.61284956,-90.31505528
38.61284956,-90.31505528
38.635445,-90.34825798
38.613425,-90.31335
38.67374012,-90.38237696
38.75249603,-90.22957295
38.71901611,-90.35983227
38.70746081,-90.32350664
38.71707172,-90.36541124
38.6958613,-90.2962131
38.76829209,-90.22377416
38.73212895,-90.22458897
38.58268875,-90.32121623
38.60877458,-90.3658757
38.75774765,-90.21182682
38.61845141,-90.33328024
38.67080576,-90.44682621
38.61845141,-90.33328024
38.58275758,-90.32891766
38.6291566,-90.36169583
38.71678848,-90.30476684
38.71790098,-90.27788305
38.75623268,-90.23145471
38.70957963,-90.34547321
38.6485736,-90.33781307
38.49896406,-90.63484927
38.62798993,-90.34356034
38.6901168,-90.38136773
38.62591598,-90.35203396
38.57360527,-90.35223483
38.72320433,-90.27254359
38.513549,-90.4113103
38.5614292,-90.3718048
38.59048069,-90.35750147
38.59967377,-90.48809092
38.70314093,-90.3251627
38.70696989,-90.30333879
38.61975209,-90.32745469
38.6740913,-90.3055323
38.69466197,-90.2913613
38.77541848,-90.26670058
38.68733,-90.30731093
38.54217656,-90.28744875
38.75325382,-90.19960276
38.67106927,-90.62038819
38.70710561,-90.31455576
38.75486909,-90.23752886
38.59159659,-90.6009406
38.72296646,-90.27113001
38.59582796,-90.41436132
38.75377079,-90.23390436
38.67446214,-90.38029825
38.74758869,-90.24730103
38.75657216,-90.23012173
38.83320392,-90.32615441
38.64859587,-90.3382434
38.66982607,-90.38989328
38.72005413,-90.36574542
38.5937761,-90.42558869
38.60003224,-90.54844479
38.67429286,-90.30942873
38.68081445,-90.36744918
38.63437061,-90.3177395
38.67487952,-90.37059932
38.62840331,-90.33429882
38.67379029,-90.36969561
38.62840331,-90.33429882
38.71735075,-90.34909193
38.61285389,-90.34608102
38.72689374,-90.41517006
38.58881234,-90.41924184
38.63441958,-90.3166584
38.6710974,-90.455829
38.72450264,-90.36771383
38.73333182,-90.35790181
38.7208928,-90.26635856
38.70470234,-90.36963869
38.82654107,-90.34433985
38.78980878,-90.2400262
38.72490416,-90.23724352
38.69602772,-90.29613549
38.80666699,-90.24240542
38.79186604,-90.24201135
38.67476679,-90.30822973
38.70657762,-90.31266958
38.74686346,-90.21605932
38.71567926,-90.33935075
38.68208627,-90.40634396
38.71556829,-90.32840395
38.5883281,-90.3212798
38.72464785,-90.35835695
38.72863001,-90.23665126
38.72215801,-90.24819044
38.72231811,-90.27343276
38.57477217,-90.33342098
38.72520492,-90.35252592
38.67465632,-90.41077791
38.58838422,-90.32124584
38.74484198,-90.24454605
38.68775559,-90.36263364
38.71917392,-90.36120657
38.57201165,-90.54597638
38.61303895,-90.34970981
38.80865225,-90.23916549
38.5926288,-90.5277359
38.58122149,-90.32468971
38.6771323,-90.3230624
38.58268875,-90.32121623
38.72286481,-90.30458425
38.71548899,-90.37753054
38.72286481,-90.30458425
38.71537392,-90.33722183
38.68251205,-90.29839399
38.6899296,-90.29281172
38.72614336,-90.27320291
38.72444542,-90.27571956
38.592704,-90.52729903
38.58811906,-90.61113045
38.72593012,-90.27034303
38.58887986,-90.61040106
38.69227441,-90.29309401
38.79055981,-90.23500022
38.63454934,-90.34496562
38.50747464,-90.63888536
38.68733,-90.30731093
38.57376813,-90.33302519
38.83535616,-90.31706465
38.69214705,-90.36328546
38.70921881,-90.30022063
38.83486192,-90.32377301
38.56289992,-90.40589277
38.5983827,-90.3292943
38.723714,-90.2739074
38.71082766,-90.28780996
38.75654252,-90.23654017
38.70252623,-90.32155643
38.56746578,-90.40924908
38.73686016,-90.23395879
38.61497501,-90.31423902
38.70491536,-90.30195694
38.63662698,-90.34658045
38.61497501,-90.31423902
38.63530546,-90.34488994
38.64792281,-90.33695841
38.71204416,-90.36585021
38.69395061,-90.31698104
38.5630796,-90.40369908
38.72750769,-90.23897003
38.72420893,-90.37212264
38.69395061,-90.31698104
38.48440454,-90.73084698
38.71493608,-90.33007001
38.55547819,-90.48229923
